Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,0,0,0
0,7,1,1,1,1,-1
0,7,2,0,2,1,-1
0,7,3,0,3,1,-1
0,7,4,0,4,1,-1
3,6,4,0,4,2,-1
1,7,4,0,4,1,-1
3,6,4,0,5,1,-1
3,5,4,0,6,1,-1
3,4,4,0,7,1,-1
3,3,4,0,8,1,-1
3,2,4,0,9,1,-1
3,1,4,0,9,0,-1
3,0,4,0,9,1,-1
0,0,5,0,10,1,-1
0,0,6,0,10,0,-1
0,0,7,0,10,1,-1
0,0,8,0,11,1,-1
2,0,7,0,9,1,-1
0,0,8,0,10,1,-1
0,0,9,0,10,2,-1
0,0,10,0,10,3,-1
0,0,11,0,9,3,-1
0,0,12,0,8,3,-1
0,0,13,0,7,3,-1
0,0,14,0,7,4,-1
2,0,13,0,6,4,-1
1,1,13,0,5,4,-1
3,0,13,0,4,4,-1
0,0,14,0,3,4,-1
1,1,14,0,2,4,-1
1,2,14,0,1,4,-1
3,1,14,0,2,4,-1
1,2,14,0,2,3,-1
2,2,13,0,2,2,-1
1,3,13,0,1,2,-1
1,4,13,0,1,1,-1
0,4,14,0,1,0,-1
1,5,14,0,0,0,-1
2,5,13,0,1,0,-1
1,6,13,0,0,0,-1
0,6,14,0,1,0,-1
1,7,14,0,0,0,999
1,7,14,0,0,0,999
