Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,0,0,0
1,8,0,1,1,1,-1
1,9,0,1,2,1,-1
1,10,0,1,3,1,-1
1,11,0,1,4,1,-1
1,12,0,1,5,1,-1
0,12,1,0,6,1,-1
1,13,1,0,7,1,-1
0,13,2,0,8,1,-1
0,13,3,0,7,1,-1
0,13,4,0,8,1,-1
0,13,5,0,8,0,-1
0,13,6,0,9,0,-1
0,13,7,0,10,0,-1
0,13,8,0,11,0,-1
0,13,9,0,10,0,-1
3,12,9,0,11,0,-1
0,12,10,0,10,0,-1
0,12,11,0,9,0,-1
0,12,12,1,8,0,-1
0,12,13,1,7,0,-1
0,12,14,1,8,0,-1
3,11,14,1,8,1,-1
3,10,14,1,8,2,-1
3,9,14,1,8,3,-1
2,9,13,1,8,5,-1
3,8,13,1,8,6,-1
3,7,13,1,8,8,-1
0,7,14,1,8,10,999
0,7,14,1,8,10,999
